MSZoning,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SalePrice,Years Before Sale,Years Since Remod
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1314,Gd,Y,SBrkr,1314,1314,2,Gd,6,Typ,1,2,440,Y,176432,1,1
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,684,TA,Y,SBrkr,773,1355,1,Gd,7,Typ,0,0,0,Y,127000,93,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,HdBoard,HdBoard,Gd,TA,1074,Ex,Y,SBrkr,1088,1088,1,Gd,5,Typ,0,2,461,Y,170000,21,21
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,672,TA,Y,SBrkr,757,1324,1,TA,6,Typ,0,1,240,Y,128000,73,59
RL,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,TA,TA,1271,TA,Y,SBrkr,1601,1601,2,TA,7,Typ,1,2,478,Y,157000,31,31
RL,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,2,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,290,TA,N,FuseF,438,438,1,Fa,3,Typ,0,1,246,N,60000,89,59
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,MetalSd,TA,TA,950,TA,Y,SBrkr,950,950,1,TA,5,Typ,0,1,280,Y,119500,36,36
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1010,Ex,Y,SBrkr,1134,1134,1,TA,6,Typ,0,1,254,Y,135000,47,5
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,BrkFace,BrkFace,TA,TA,655,Ex,Y,SBrkr,1194,1194,1,TA,6,Typ,1,2,539,Y,159500,47,47
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,630,TA,Y,SBrkr,630,1302,2,TA,6,Typ,0,2,440,Y,106000,37,37
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,HdBoard,HdBoard,Gd,TA,1463,Ex,Y,SBrkr,1500,2622,2,Gd,9,Typ,2,2,712,Y,325000,16,15
RL,IR1,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,7,Hip,CompShg,HdBoard,HdBoard,Gd,TA,910,Gd,Y,SBrkr,1442,1442,2,Gd,6,Typ,1,2,719,Y,179900,17,16
RL,IR3,HLS,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,868,Ex,Y,SBrkr,887,2021,2,Gd,9,Typ,1,2,422,Y,274725,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,924,Ex,Y,SBrkr,948,1690,2,TA,7,Typ,1,2,463,Y,181000,7,7
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,MetalSd,MetalSd,Gd,TA,1836,Ex,Y,SBrkr,1836,1836,2,Gd,7,Typ,1,3,862,Y,280000,5,4
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,773,Gd,Y,SBrkr,773,1658,2,TA,8,Typ,1,2,431,Y,188000,13,12
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Hip,CompShg,Plywood,Plywood,TA,TA,803,TA,Y,SBrkr,1098,1964,2,TA,8,Typ,1,2,483,Y,205000,32,32
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Wd Shng,TA,TA,816,TA,Y,FuseA,816,816,1,TA,5,Typ,0,1,308,Y,129900,49,49
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1008,Gd,Y,SBrkr,1008,1008,1,Gd,6,Typ,0,1,240,Y,134500,54,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,Gd,833,Ex,Y,SBrkr,833,833,1,Gd,4,Typ,0,1,326,Y,117000,52,6
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1734,Ex,Y,SBrkr,1734,1734,2,Ex,7,Typ,1,3,928,Y,318000,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,408,Ex,Y,SBrkr,779,1419,2,Gd,7,Typ,1,2,527,Y,184100,7,7
RL,IR1,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,894,Ex,Y,SBrkr,894,894,1,Gd,5,Typ,0,2,450,Y,130000,41,5
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,MetalSd,MetalSd,TA,Gd,533,TA,Y,SBrkr,1021,1601,1,TA,6,Min2,0,1,300,Y,140000,50,21
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,1040,TA,Y,FuseA,1040,1040,1,TA,6,Typ,0,1,286,Y,133700,47,47
RM,Reg,Bnk,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,6,Gable,CompShg,BrkFace,BrkFace,TA,TA,1012,TA,Y,FuseA,1012,1012,1,TA,6,Typ,1,1,308,Y,118400,87,57
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1552,Ex,Y,SBrkr,1552,1552,2,Gd,7,Typ,0,3,782,Y,212900,1,0
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,AsbShng,AsbShng,TA,TA,672,Ex,Y,FuseA,960,960,1,TA,5,Typ,0,1,288,Y,112000,53,53
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,VinylSd,VinylSd,TA,Ex,698,Ex,Y,SBrkr,698,698,1,TA,4,Typ,0,0,0,Y,118000,62,1
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,384,Gd,Y,SBrkr,812,1482,2,Gd,7,Typ,1,2,392,Y,163900,15,15
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Plywood,Plywood,TA,TA,1005,TA,Y,SBrkr,1005,1005,1,Fa,5,Typ,1,2,672,Y,115000,54,54
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1373,Ex,Y,SBrkr,1555,1555,2,Gd,7,Typ,1,3,660,Y,174000,2,2
RL,IR3,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1530,Ex,Y,SBrkr,1530,1530,2,Gd,7,Typ,1,3,630,Y,259000,3,3
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,847,Ex,Y,SBrkr,847,1959,2,Gd,8,Typ,1,2,434,Y,215000,3,2
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,SFoyer,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,936,TA,Y,SBrkr,936,936,1,TA,4,Typ,0,2,672,Y,140000,27,27
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,WdShing,Plywood,TA,TA,1122,TA,Y,SBrkr,1328,1981,2,Gd,7,Min2,2,2,576,Y,135000,81,59
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,974,TA,Y,SBrkr,974,974,1,TA,5,Typ,0,0,0,Y,93500,16,15
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,1008,TA,Y,SBrkr,1178,2210,2,Fa,8,Typ,0,1,205,N,117500,127,57
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1128,Ex,Y,SBrkr,1142,2020,2,Gd,8,Typ,1,2,466,Y,239500,14,14
RL,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,916,Gd,Y,SBrkr,916,1600,2,TA,7,Typ,1,2,460,Y,169000,10,10
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,960,TA,N,SBrkr,986,986,1,TA,5,Typ,1,1,180,Y,102000,81,57
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,1032,TA,Y,FuseA,1032,1252,1,TA,6,Typ,0,1,288,Y,119000,58,58
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,5,Gable,CompShg,VinylSd,VinylSd,TA,Gd,780,Gd,N,SBrkr,780,1020,1,TA,6,Typ,0,0,0,N,94000,135,14
RL,IR1,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Plywood,ImStucc,TA,TA,1567,TA,Y,SBrkr,1567,1567,2,Gd,5,Typ,2,2,714,Y,196000,32,32
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Stucco,Stucco,TA,Fa,915,TA,Y,SBrkr,1167,1167,1,TA,6,Maj1,1,2,495,Y,144000,87,57
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,952,TA,Y,SBrkr,952,952,1,TA,4,Typ,0,2,840,Y,139000,57,57
RL,IR1,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,2Story,5,Gable,CompShg,Plywood,Plywood,TA,Gd,780,Ex,Y,SBrkr,1088,1868,2,Gd,9,Typ,1,2,484,Y,197500,33,33
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1466,Ex,Y,SBrkr,1466,2828,3,Gd,11,Typ,1,3,1052,Y,424870,1,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Plywood,TA,TA,1006,TA,Y,SBrkr,1006,1006,1,TA,5,Typ,0,0,0,Y,80000,49,49
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,TA,Fa,672,Fa,N,FuseA,672,924,1,Fa,5,Typ,0,1,280,Y,80000,69,60
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1042,Ex,Y,SBrkr,1042,1576,1,TA,8,Typ,1,1,225,Y,149000,78,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Shng,Gd,TA,1298,TA,Y,SBrkr,1298,1298,2,Gd,5,Typ,1,2,403,Y,180000,21,21
RL,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,TA,TA,704,Ex,Y,SBrkr,860,1564,1,Fa,7,Typ,1,1,234,Y,174500,68,59
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,572,TA,Y,SBrkr,572,1111,1,TA,5,Typ,1,1,288,Y,116900,82,58
RM,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,2Story,7,Hip,CompShg,VinylSd,VinylSd,TA,Gd,650,Ex,Y,SBrkr,832,1482,1,TA,7,Typ,0,2,324,Y,143000,89,21
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,BrkFace,BrkFace,TA,TA,932,Ex,Y,FuseA,932,932,1,Gd,4,Typ,1,1,306,Y,124000,57,57
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,TA,1466,TA,Y,SBrkr,1466,1466,1,Fa,6,Typ,2,2,528,Y,149900,47,47
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Stone,Stone,TA,TA,1073,Ex,Y,SBrkr,1811,1811,1,Ex,6,Typ,1,2,470,Y,230000,50,2
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,816,Ex,Y,SBrkr,816,816,1,TA,5,Typ,0,1,432,Y,120500,78,1
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,864,TA,Y,SBrkr,902,1820,1,Gd,8,Typ,2,2,492,Y,201800,43,20
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,Gd,Gd,1437,TA,Y,SBrkr,1437,1437,2,Gd,6,Typ,1,2,528,Y,218000,31,3
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,BrkFace,BrkFace,TA,Gd,1219,Gd,Y,SBrkr,1265,1265,2,Gd,6,Typ,1,2,502,Y,179900,43,9
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1314,Ex,Y,SBrkr,1314,1314,2,Gd,6,Typ,1,2,626,Y,230000,2,1
RL,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1580,Ex,Y,SBrkr,1580,1580,2,Gd,7,Typ,0,3,830,Y,235128,1,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,HdBoard,Gd,TA,901,TA,Y,SBrkr,943,1876,2,Gd,8,Typ,1,2,540,Y,185000,34,34
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,Plywood,Brk Cmn,TA,TA,855,Fa,Y,SBrkr,855,1456,2,TA,7,Typ,1,2,440,Y,146000,32,32
RL,IR1,Low,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,Gd,TA,1296,Ex,Y,SBrkr,1640,1640,1,Gd,7,Typ,1,2,924,Y,224000,54,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,894,Gd,Y,SBrkr,894,894,1,TA,5,Typ,1,2,450,Y,129000,39,39
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,SFoyer,4,Gable,CompShg,Plywood,Plywood,TA,TA,1198,TA,Y,SBrkr,1258,1258,0,TA,6,Typ,0,2,400,Y,108959,39,39
RL,IR1,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,SLvl,5,Gable,CompShg,Plywood,Plywood,TA,TA,1360,Ex,Y,SBrkr,1432,1432,1,Gd,5,Typ,1,2,588,Y,194000,29,29
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1502,Ex,Y,SBrkr,1502,1502,2,Gd,7,Typ,0,2,644,Y,233170,0,0
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1694,Ex,Y,SBrkr,1694,1694,2,Gd,7,Typ,0,3,776,Y,245350,2,2
RL,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,959,Ex,Y,SBrkr,959,1671,2,TA,7,Typ,1,2,472,Y,173000,6,6
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Hip,CompShg,Stucco,Stucco,TA,TA,1127,Ex,Y,SBrkr,1236,2108,2,Gd,7,Typ,2,2,540,Y,235000,73,22
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,10,Hip,CompShg,HdBoard,HdBoard,Gd,Gd,1930,Ex,Y,SBrkr,1831,3627,3,Gd,10,Typ,1,3,807,Y,625000,11,10
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,Plywood,Plywood,TA,TA,1096,TA,Y,SBrkr,1118,1118,1,TA,6,Typ,1,1,358,Y,171000,31,31
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,TA,TA,1261,Ex,Y,SBrkr,1261,1261,1,TA,6,Typ,1,2,433,Y,163000,50,50
FV,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,7,Gable,CompShg,MetalSd,MetalSd,Gd,TA,625,Ex,Y,SBrkr,625,1250,2,Gd,5,Typ,0,2,625,Y,171900,2,1
RL,IR1,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1598,TA,Y,SBrkr,1636,3086,3,Ex,12,Maj1,1,0,0,Y,200500,61,13
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,952,TA,Y,SBrkr,1170,2345,2,TA,9,Typ,1,2,360,Y,239000,74,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,8,Hip,CompShg,HdBoard,HdBoard,Gd,TA,1683,Ex,Y,SBrkr,2129,2872,2,Gd,9,Typ,1,2,541,Y,285000,15,7
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,TA,876,TA,Y,SBrkr,923,923,1,TA,5,Typ,0,1,264,Y,119500,24,23
RM,Reg,Bnk,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,TA,TA,818,TA,Y,SBrkr,818,1224,1,TA,5,Typ,0,1,210,N,115000,83,5
RL,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,731,Ex,Y,SBrkr,820,1343,1,TA,7,Typ,1,1,186,Y,154900,88,59
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,0,Gd,Y,SBrkr,1124,1124,1,TA,5,Min2,1,0,0,N,93000,52,52
RL,IR2,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,TA,TA,1216,Ex,Y,SBrkr,1298,2514,2,TA,8,Typ,0,2,693,Y,250000,16,15
RM,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,TwnhsE,1Story,8,Hip,CompShg,CemntBd,CmentBd,Ex,TA,1600,Ex,Y,SBrkr,1652,1652,2,Gd,5,Typ,1,2,482,Y,392500,0,0
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,10,Hip,CompShg,Wd Sdng,ImStucc,Gd,TA,2396,Ex,Y,SBrkr,2411,4476,3,Ex,10,Typ,2,3,813,Y,745000,11,11
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Stucco,Stucco,TA,TA,1120,Ex,Y,SBrkr,1130,1130,1,TA,5,Typ,1,2,720,Y,120000,86,56
RL,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,TA,1572,Gd,Y,SBrkr,1572,1572,1,TA,5,Typ,2,3,995,Y,186700,44,44
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,AsbShng,AsbShng,TA,Gd,784,Gd,Y,SBrkr,949,1221,1,TA,7,Typ,0,1,392,Y,104900,82,56
RL,IR1,Bnk,AllPub,Corner,Mod,Artery,Artery,2fmCon,2Story,3,Gable,CompShg,HdBoard,HdBoard,TA,TA,978,TA,Y,SBrkr,1014,1699,2,TA,7,Typ,0,2,420,Y,95000,109,39
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,ImStucc,ImStucc,Gd,TA,1624,Ex,Y,SBrkr,1624,1624,2,Gd,5,Typ,1,3,757,Y,262000,12,11
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,831,Ex,Y,SBrkr,831,1660,2,Gd,7,Typ,0,2,493,Y,195000,7,7
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,994,Gd,Y,SBrkr,1028,1804,2,Gd,7,Typ,1,2,442,Y,189000,11,11
RL,Reg,Low,AllPub,Inside,Mod,Norm,Norm,2fmCon,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,Gd,1249,Ex,Y,SBrkr,1622,1622,1,TA,7,Typ,1,4,1356,Y,168000,46,32
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,8,Gable,CompShg,MetalSd,MetalSd,Gd,TA,776,Ex,Y,SBrkr,764,1441,2,Gd,5,Typ,0,2,492,Y,174000,8,7
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gambrel,CompShg,VinylSd,VinylSd,TA,TA,702,Gd,Y,SBrkr,842,1472,1,Gd,6,Typ,0,1,250,P,125000,82,13
RM,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,TwnhsE,1Story,6,Hip,CompShg,VinylSd,VinylSd,TA,TA,1224,Ex,Y,SBrkr,1224,1224,2,TA,5,Typ,0,2,402,Y,165000,10,10
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,663,TA,Y,SBrkr,663,1352,1,TA,7,Typ,0,1,299,Y,158000,41,41
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,728,Ex,Y,SBrkr,728,1456,2,Gd,8,Typ,0,2,400,Y,176000,3,3
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,879,Ex,Y,SBrkr,879,1863,2,Gd,9,Typ,1,3,660,Y,219210,0,0
RM,IR1,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,2.5Unf,7,Gable,CompShg,MetalSd,MetalSd,TA,TA,815,Ex,Y,SBrkr,815,1690,1,TA,7,Typ,1,1,225,Y,144000,90,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1212,Ex,Y,SBrkr,1212,1212,2,Gd,6,Typ,0,2,573,Y,178000,8,8
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,TA,TA,1051,Gd,Y,SBrkr,1382,1382,1,TA,6,Typ,1,2,459,Y,148000,43,27
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,864,Gd,Y,SBrkr,864,864,1,TA,5,Typ,0,1,280,Y,116050,36,36
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,866,Ex,Y,SBrkr,866,1779,2,Gd,6,Typ,0,2,546,Y,197900,11,11
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,884,Ex,Y,SBrkr,884,1348,1,TA,5,Typ,1,1,216,N,117000,84,12
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1630,Ex,Y,SBrkr,1630,1630,2,Gd,6,Typ,1,2,451,Y,213000,9,8
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,1056,Ex,Y,SBrkr,1074,1074,1,TA,6,Typ,0,2,495,Y,153500,31,31
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,HdBoard,HdBoard,Gd,TA,2158,Gd,Y,SBrkr,2196,2196,2,Gd,7,Typ,1,3,701,Y,271900,19,18
RH,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,TA,TA,1056,TA,Y,SBrkr,1056,1056,1,TA,5,Typ,0,1,384,Y,107000,40,40
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1682,Ex,Y,SBrkr,1700,1700,2,Gd,7,Typ,0,2,544,Y,200000,3,3
